geonameid;asciiname;latitude;longitude;population;timezone
10057017;Wembley Downs;-31.91169;115.77358;5881;Australia/Perth
10062591;West Moonah;-42.84996;147.28181;5216;Australia/Hobart
10063050;Burleigh Waters;-28.09975;153.42463;13868;Australia/Brisbane
10103846;Elermore Vale;-32.91621;151.67665;5186;Australia/Sydney
10103855;Mayfield;-32.89793;151.73613;12248;Australia/Sydney
10103878;Belmont North;-33.02081;151.66849;6481;Australia/Sydney
10103951;Toronto;-33.01357;151.59373;5433;Australia/Sydney
10108696;Albion Park Rail;-34.56123;150.79675;6937;Australia/Sydney
10108731;Barrack Heights;-34.56601;150.85516;6160;Australia/Sydney
10109423;Cordeaux Heights;-34.44043;150.83748;5067;Australia/Sydney
10110993;Hamlyn Heights;-38.12108;144.32799;6075;Australia/Melbourne
10114292;Tweed Heads West;-28.18736;153.52278;5823;Australia/Sydney
10114318;Rangeville;-27.58318;151.97997;8217;Australia/Brisbane
10114319;Darling Heights;-27.59659;151.93045;5035;Australia/Brisbane
10114321;East Toowoomba;-27.57086;151.97422;5676;Australia/Brisbane
10114338;South Tamworth;-31.11;150.92254;6741;Australia/Sydney
10116056;East Albury;-36.08144;146.92991;6247;Australia/Sydney
10116099;North Albury;-36.05745;146.92995;6089;Australia/Sydney
11073472;Marangaroo;-31.82711;115.83843;10519;Australia/Perth
3577154;Oranjestad;12.52398;-70.02703;29998;America/Aruba
3577277;Babijn;12.53333;-69.98333;40627;America/Aruba
3577282;Arasji;12.61667;-70.06667;14649;America/Aruba
3577284;Angochi;12.51667;-69.95;29442;America/Aruba
3041732;Mariehamn;60.09726;19.93481;10682;Europe/Mariehamn
146858;Sharur City;39.55298;44.97993;7100;Asia/Baku
146862;Prishibinskoye;39.11817;48.59255;13340;Asia/Baku
146901;Zangilan;39.0884;46.6513;7483;Asia/Baku
146958;Yayci;38.94052;45.73244;8500;Asia/Baku
146961;Yardimli;38.90771;48.24052;4004;Asia/Baku
146969;Novyy Karanlug;39.79546;47.10989;5079;Asia/Baku
146970;Xankandi;39.8177;46.7528;53100;Asia/Baku
147059;Ahmadbayli;39.87867;48.39901;17242;Asia/Baku
147105;Shushi;39.76006;46.74989;18662;Asia/Baku
147271;Salyan;39.59621;48.98479;36555;Asia/Baku
147288;Saatli;39.93214;48.36892;87000;Asia/Baku
147305;Qubadli;39.34441;46.58183;6890;Asia/Baku
147368;Ordubad;38.90961;46.02274;9781;Asia/Baku
147425;Neftcala;39.3768;49.247;18661;Asia/Baku
147429;Nakhchivan;39.20889;45.41222;64754;Asia/Baku
147504;Mincivan;39.03058;46.7214;6353;Asia/Baku
147552;Masally;39.03532;48.6654;9604;Asia/Baku
147611;Lerik;38.77388;48.41497;7094;Asia/Baku
147622;Lankaran;38.75428;48.85062;240300;Asia/Baku
147625;Lacin;39.59881;46.55045;2300;Asia/Baku
147774;Xocali;39.91297;46.79028;5810;Asia/Baku
147982;Imishli;39.87095;48.05995;34178;Asia/Baku
148106;Fizuli;39.60094;47.14529;26765;Asia/Baku
148141;Jebrail;39.39917;47.02835;8396;Asia/Baku
148177;Dunyamalilar;39.77278;47.75889;5968;Asia/Baku
148251;Culfa;38.95397;45.62961;10820;Asia/Baku
148290;Dzhalilabad;39.20963;48.49186;36259;Asia/Baku
148291;Cahri;39.34837;45.41557;8200;Asia/Baku
148323;Boradigah;38.93013;48.7092;5904;Asia/Baku
148340;Pushkino;39.45833;48.545;18182;Asia/Baku
148354;Beylagan;39.77556;47.61861;15599;Asia/Baku
148375;Severo-Vostotchnyi Bank;39.41117;49.24792;7075;Asia/Baku
148445;Astara;38.45598;48.87498;15190;Asia/Baku
148565;Sirvan;39.93778;48.929;70220;Asia/Baku
148619;Agdam;39.99096;46.92736;39451;Asia/Baku
393927;Avsar;39.97389;47.42389;5600;Asia/Baku
584562;Zyrya;40.36613;50.29198;10099;Asia/Baku
584586;Zardob;40.21991;47.70997;10612;Asia/Baku
584596;Zaqatala;41.6316;46.64479;18277;Asia/Baku
584614;Zabrat;40.47746;49.94174;21396;Asia/Baku
584649;Yevlakh;40.61832;47.15014;59036;Asia/Baku
584715;Xudat;41.63052;48.68161;13625;Asia/Baku
584716;Yelenendorf;40.58584;46.3189;17816;Asia/Baku
584717;Xacmaz;41.46426;48.80565;37175;Asia/Baku
584791;Ujar;40.51902;47.65423;15741;Asia/Baku
584792;Turkan;40.3646;50.22075;9699;Asia/Baku
584821;Tovuz;40.99249;45.62838;12626;Asia/Baku
584871;Terter;40.34179;46.93242;18185;Asia/Baku
584923;Sumqayit;40.58972;49.66861;265150;Asia/Baku
584954;Kyzyl-Burun;41.07754;49.11257;3;Asia/Baku
585103;Qaracuxur;40.39667;49.97361;72989;Asia/Baku
585145;Saray;40.53299;49.71681;10173;Asia/Baku
585152;Shamkhor;40.82975;46.0178;35421;Asia/Baku
585156;Shamakhi;40.63141;48.64137;29403;Asia/Baku
585170;Sheki;41.19194;47.17056;63000;Asia/Baku
585177;Samux;40.76485;46.40868;6013;Asia/Baku
585184;Sabuncu;40.4425;49.94806;20996;Asia/Baku
585187;Sabirabad;40.00869;48.47701;28075;Asia/Baku
585220;Qusar;41.4275;48.4302;16022;Asia/Baku
585221;Quba;41.36108;48.51341;22405;Asia/Baku
585223;Qobustan;40.08238;49.41205;13398;Asia/Baku
585225;Haciqabul;40.03874;48.94286;23102;Asia/Baku
585226;Qazax;41.09246;45.36561;18903;Asia/Baku
585227;Qax;41.41826;46.92043;11992;Asia/Baku
585231;Qutqashen;40.98247;47.84909;11867;Asia/Baku
585333;Oguz;41.07128;47.46528;6600;Asia/Baku
585379;Haci Zeynalabdin;40.62333;49.55861;19019;Asia/Baku
585388;Nardaran;40.55611;50.00556;7700;Asia/Baku
585400;Naftalan;40.50821;46.8203;7045;Asia/Baku
585514;Mingelchaur;40.76395;47.05953;95453;Asia/Baku
585557;Mastaga;40.52983;50.00616;40092;Asia/Baku
585568;Mardakan;40.49182;50.14292;15267;Asia/Baku
585570;Qobustan;40.5336;48.92819;3754;Asia/Baku
585630;Lokbatan;40.3256;49.73376;30694;Asia/Baku
585666;Qizilhacili;40.57362;46.849;6330;Asia/Baku
585763;Kyurdarmir;40.34532;48.15085;19088;Asia/Baku
585838;Qobu;40.40472;49.71306;7377;Asia/Baku
585909;Khyzy;40.90576;49.08127;1024;Asia/Baku
585915;Khirdalan;40.44808;49.75502;37949;Asia/Baku
585940;Khodzhi-Gasan;40.41293;49.76904;5089;Asia/Baku
586135;Qarayeri;40.78825;46.3072;5565;Asia/Baku
586268;Kerbakhiar;40.10984;46.04446;8400;Asia/Baku
586318;Ismayilli;40.78485;48.15141;13610;Asia/Baku
586340;Yeni Suraxani;40.43026;50.03598;16127;Asia/Baku
586427;Geoktschai;40.65055;47.74219;35348;Asia/Baku
586429;Hovsan;40.37444;50.08528;36293;Asia/Baku
586430;Goranboy;40.61028;46.78972;7333;Asia/Baku
586523;Ganja;40.68278;46.36056;313300;Asia/Baku
586573;Kyadabek;40.57055;45.81229;8657;Asia/Baku
586631;Corat;40.57176;49.70509;8624;Asia/Baku
586652;Ceyranbatan;40.54194;49.66073;5684;Asia/Baku
586692;Dzagam;40.9033;45.88564;7442;Asia/Baku
586763;Divichibazar;41.20117;48.98712;23248;Asia/Baku
586765;Yukhary-Dashkesan;40.52393;46.08186;9900;Asia/Baku
586845;Cinarli;41.46965;46.91582;6508;Asia/Baku
586925;Buzovna;40.51903;50.11438;24795;Asia/Baku
586967;Binagadi;40.46602;49.82783;14012;Asia/Baku
586968;Biny Selo;40.45076;50.08686;24596;Asia/Baku
586971;Bilajer;40.56441;50.04002;8983;Asia/Baku
587057;Barda;40.37577;47.12619;37372;Asia/Baku
587070;Belokany;41.72626;46.40478;9182;Asia/Baku
587071;Balakhani;40.46344;49.91893;10863;Asia/Baku
587078;Bilajari;40.4444;49.80566;42194;Asia/Baku
587084;Baku;40.37767;49.89201;1116513;Asia/Baku
587207;Pirallahi;40.47013;50.32476;13435;Asia/Baku
587261;Amirdzhan;40.42639;49.98361;26798;Asia/Baku
587319;Aliabad;41.4829;46.63483;9103;Asia/Baku
587361;Aghsu;40.57028;48.40087;17209;Asia/Baku
587362;Aghstafa;41.11889;45.45389;12542;Asia/Baku
587378;Agdas;40.64699;47.4738;23528;Asia/Baku
587379;Martakert;40.21238;46.82086;10167;Asia/Baku
587384;Agdzhabedy;40.05015;47.45937;34989;Asia/Baku
824003;Bakixanov;40.41894;49.96693;66686;Asia/Baku
824050;Aran;40.62528;46.97556;6724;Asia/Baku
863732;Ramana;40.44222;49.98056;8855;Asia/Baku
863761;Badamdar;40.34024;49.8045;11398;Asia/Baku
3186246;Zvornik;44.38605;19.10247;8026;Europe/Sarajevo
3186423;Zivinice;44.44929;18.64978;13641;Europe/Sarajevo
3186567;Zepce;44.42667;18.03778;8502;Europe/Sarajevo
3186573;Zenica;44.20169;17.90397;164423;Europe/Sarajevo
3186588;Zeljezno Polje;44.39875;17.94103;5783;Europe/Sarajevo
3186717;Zavidovici;44.44583;18.14972;14380;Europe/Sarajevo
3187162;Vrnograc;45.16369;15.95444;6860;Europe/Sarajevo
3187464;Vogosca;43.90225;18.34438;8180;Europe/Sarajevo
3187590;Vitez;44.15424;17.79009;8140;Europe/Sarajevo
3187609;Visoko;43.98889;18.17806;17890;Europe/Sarajevo
3187681;Visegrad;43.7826;19.29256;6087;Europe/Sarajevo
3188199;Velika Obarska;44.80461;19.16183;5142;Europe/Sarajevo
3188225;Velika Kladusa;45.18497;15.80579;19330;Europe/Sarajevo
3188357;Varoska Rijeka;45.08936;16.01906;6573;Europe/Sarajevo
3188366;Vares;44.16444;18.32833;7193;Europe/Sarajevo
3188582;Tuzla;44.53842;18.66709;142486;Europe/Sarajevo
3188691;Trzacka Rastela;44.97597;15.78489;6617;Europe/Sarajevo
3188817;Trn;44.85829;17.23583;7553;Europe/Sarajevo
3188893;Trebinje;42.71197;18.34362;33178;Europe/Sarajevo
3188924;Travnik;44.22637;17.66583;31127;Europe/Sarajevo
3189046;Tojsici;44.50133;18.78523;6587;Europe/Sarajevo
3189143;Teslic;44.60639;17.85972;6405;Europe/Sarajevo
3189146;Tesanj;44.61191;17.98552;7550;Europe/Sarajevo
3189602;Sturlic;45.06389;15.77806;5014;Europe/Sarajevo
3189823;Stolac;43.084;17.95995;7733;Europe/Sarajevo
3189884;Stijena;44.9363;16.02224;10844;Europe/Sarajevo
3190158;Srebrenik;44.70819;18.48834;6723;Europe/Sarajevo
3190172;Srbac;45.0973;17.52331;7380;Europe/Sarajevo
3190385;Sokolac;43.93817;18.80079;8842;Europe/Sarajevo
3190733;Knezevo;44.49071;17.38161;6866;Europe/Sarajevo
3190837;Sipovo;44.28237;17.08597;10738;Europe/Sarajevo
3191156;Sekovici;44.29896;18.85532;6315;Europe/Sarajevo
3191281;Sarajevo;43.84864;18.35644;696731;Europe/Sarajevo
3191297;Sanski Most;44.7667;16.667;13551;Europe/Sarajevo
3191302;Sanica;44.61354;16.64062;5666;Europe/Sarajevo
3191589;Rodoc;43.31453;17.8029;5159;Europe/Sarajevo
3192236;Novi Travnik;44.17133;17.65816;10006;Europe/Sarajevo
3192279;Prozor;43.82222;17.60917;10349;Europe/Sarajevo
3192327;Prnjavor;44.87021;17.66256;7099;Europe/Sarajevo
3192409;Prijedor;44.97991;16.71401;36347;Europe/Sarajevo
3192653;Potoci;43.40953;17.87855;8312;Europe/Sarajevo
3192878;Podzvizd;45.17417;15.87361;6665;Europe/Sarajevo
3193008;Podhum;43.72295;16.99887;5801;Europe/Sarajevo
3193542;Pecigrad;45.05444;15.89694;6514;Europe/Sarajevo
3193692;Pale;43.81664;18.56949;7458;Europe/Sarajevo
3193776;Otoka;44.96;16.17917;6595;Europe/Sarajevo
3193821;Ostrozac;44.90866;15.94045;5456;Europe/Sarajevo
3194061;Orahovica Donja;44.65345;18.36951;5612;Europe/Sarajevo
3194120;Omarska;44.8917;16.89814;6466;Europe/Sarajevo
3194199;Odzak;45.02461;18.32107;11621;Europe/Sarajevo
3194510;Nevesinje;43.25861;18.11333;7313;Europe/Sarajevo
3194724;Mrkonjic Grad;44.41729;17.08288;14737;Europe/Sarajevo
3194828;Mostar;43.34333;17.80806;104518;Europe/Sarajevo
3195066;Mionica;44.86646;18.46603;8701;Europe/Sarajevo
3195128;Milici;44.17016;19.09195;8210;Europe/Sarajevo
3195839;Mala Kladusa;45.13443;15.85217;6033;Europe/Sarajevo
3195930;Mahala;44.01194;18.25528;5062;Europe/Sarajevo
3195946;Maglaj;44.54771;18.10003;7399;Europe/Sarajevo
3196324;Ljubuski;43.19694;17.545;9987;Europe/Sarajevo
3196410;Livno;43.82695;17.00746;11748;Europe/Sarajevo
3196428;Siroki Brijeg;43.3829;17.59416;9370;Europe/Sarajevo
3196792;Laktasi;44.90857;17.30135;6464;Europe/Sarajevo
3197532;Kotor Varos;44.61831;17.37204;5068;Europe/Sarajevo
3198050;Kljuc;44.53251;16.77682;7245;Europe/Sarajevo
3198126;Kladanj;44.22669;18.69274;6783;Europe/Sarajevo
3198138;Kiseljak;43.94295;18.08132;8475;Europe/Sarajevo
3198462;Kalenderovci Donji;44.94673;17.83785;5890;Europe/Sarajevo
3198490;Kakanj;44.13311;18.12292;12406;Europe/Sarajevo
3198895;Janja;44.66554;19.24691;5544;Europe/Sarajevo
3198934;Jajce;44.34203;17.27059;9763;Europe/Sarajevo
3199142;Ilijas;43.95128;18.27128;5855;Europe/Sarajevo
3199438;Hadzici;43.82222;18.20667;7173;Europe/Sarajevo
3199525;Gromiljak;43.96668;18.05504;6457;Europe/Sarajevo
3199744;Gradacac;44.87851;18.42764;15659;Europe/Sarajevo
3199779;Gracanica;44.70307;18.3101;15758;Europe/Sarajevo
3199862;Gostovici;44.41124;18.17029;5802;Europe/Sarajevo
3199904;Gornji Vakuf;43.93806;17.58833;7014;Europe/Sarajevo
3200396;Gorazde;43.66795;18.97564;17650;Europe/Sarajevo
3200829;Fojnica;43.95952;17.90288;8244;Europe/Sarajevo
3200837;Foca;43.50646;18.77854;14615;Europe/Sarajevo
3200930;Tomislavgrad;43.71849;17.22515;7737;Europe/Sarajevo
3201376;Donji Vakuf;44.14361;17.4;7955;Europe/Sarajevo
3201662;Donja Mahala;45.04327;18.66996;5565;Europe/Sarajevo
3201984;Doboj;44.73179;18.08698;27235;Europe/Sarajevo
3202014;Divicani;44.36682;17.32678;7251;Europe/Sarajevo
3202081;Derventa;44.97839;17.90779;9773;Europe/Sarajevo
3202564;Citluk;43.22861;17.70083;5718;Europe/Sarajevo
3202822;Cazin;44.96694;15.94306;21741;Europe/Sarajevo
3202873;Capljina;43.12139;17.68444;7923;Europe/Sarajevo
3202935;Buzim;45.05361;16.03254;7229;Europe/Sarajevo
3203099;Bugojno;44.05722;17.45083;41378;Europe/Sarajevo
3203521;Brcko;44.86995;18.81012;38968;Europe/Sarajevo
3203644;Bosansko Grahovo;44.17944;16.36389;5643;Europe/Sarajevo
3203647;Novi Grad;45.04643;16.37782;8920;Europe/Sarajevo
3203651;Brod;45.13747;17.98722;9249;Europe/Sarajevo
3203653;Bosanska Krupa;44.8825;16.15139;15193;Europe/Sarajevo
3203656;Gradiska;45.14484;17.25453;13346;Europe/Sarajevo
3203657;Kozarska Dubica;45.17667;16.80944;9959;Europe/Sarajevo
3203950;Blatnica;44.48677;17.82278;5676;Europe/Sarajevo
3204161;Bileca;42.87645;18.42967;13257;Europe/Sarajevo
3204186;Bijeljina;44.75874;19.21437;37692;Europe/Sarajevo
3204222;Bihac;44.81694;15.87083;75641;Europe/Sarajevo
3204520;Banovici;44.40596;18.52648;7211;Europe/Sarajevo
3204541;Banja Luka;44.77842;17.19386;221106;Europe/Sarajevo
3210439;Jelah;44.654;17.95897;5291;Europe/Sarajevo
3247554;Celinac;44.72453;17.32431;6670;Europe/Sarajevo
3253010;Tesanjka;44.67228;18.01109;5666;Europe/Sarajevo
3257948;Kovaci;44.44874;18.20521;6410;Europe/Sarajevo
3259075;Coralici;45.00694;15.87194;5223;Europe/Sarajevo
3262021;Crnici;43.13156;17.86452;5789;Europe/Sarajevo
3289093;Kacuni;44.06433;17.93894;5042;Europe/Sarajevo
3301568;Todorovo;45.08833;15.93083;9560;Europe/Sarajevo
3337476;Konjic;43.65126;17.96082;15950;Europe/Sarajevo
3344411;Jablanica;43.66028;17.76167;6209;Europe/Sarajevo
8335444;Mejdan - Obilicevo;44.76324;17.19012;5400;Europe/Sarajevo
3373430;Welchman Hall;13.18333;-59.56667;0;America/Barbados
3373477;Crane;13.1;-59.45;935;America/Barbados
3373505;Speightstown;13.25;-59.65;3634;America/Barbados
3373652;Oistins;13.06667;-59.53333;2285;America/Barbados
3373790;Holetown;13.18672;-59.63808;1350;America/Barbados
3373831;Greenland;13.25;-59.56667;623;America/Barbados
3373877;Four Cross Roads;13.16667;-59.51667;0;America/Barbados
3373993;Checker Hall;13.28333;-59.63333;0;America/Barbados
3374036;Bridgetown;13.1;-59.61667;98511;America/Barbados
3374083;Bathsheba;13.21434;-59.52521;1765;America/Barbados
1185092;Thakurgaon;26.03097;88.46989;71096;Asia/Dhaka
1185095;Teknaf;20.86382;92.30153;40557;Asia/Dhaka
1185098;Tungi;23.89154;90.40232;337579;Asia/Dhaka
1185099;Sylhet;24.89904;91.87198;237000;Asia/Dhaka
1185100;Dohar;23.59311;90.14251;45543;Asia/Dhaka
1185106;Jamalpur;24.91965;89.94812;167900;Asia/Dhaka
1185108;Shibganj;24.68501;88.15638;35961;Asia/Dhaka
1185111;Satkhira;22.70817;89.07185;128918;Asia/Dhaka
1185115;Sirajganj;24.45771;89.70802;127481;Asia/Dhaka
1185116;Netrakona;24.88352;90.72898;79016;Asia/Dhaka
1185117;Narsingdi;23.92298;90.71768;281080;Asia/Dhaka
1185120;Sandwip;22.51409;91.45491;52152;Asia/Dhaka
1185121;Shahzadpur;24.17687;89.5988;102420;Asia/Dhaka
1185127;Ramganj;23.1006;90.84989;55241;Asia/Dhaka
1185128;Rajshahi;24.374;88.60114;700133;Asia/Dhaka
1185138;Pirojpur;22.57965;89.97521;54418;Asia/Dhaka
1185141;Panchagarh;26.33338;88.55777;48531;Asia/Dhaka
1185148;Patiya;22.29543;91.979;51360;Asia/Dhaka
1185149;Parbatipur;25.66369;88.93093;48020;Asia/Dhaka
1185155;Narayanganj;23.61352;90.50298;223622;Asia/Dhaka
1185156;Nalchiti;22.63696;90.27195;38703;Asia/Dhaka
1185159;Nagarpur;24.05783;89.87696;238422;Asia/Dhaka
1185160;Nageswari;25.96817;89.69153;49425;Asia/Dhaka
1185162;Mymensingh;24.75636;90.40646;225126;Asia/Dhaka
1185164;Muktagacha;24.76484;90.25698;24684;Asia/Dhaka
1185165;Mirzapur;24.10287;90.09841;41137;Asia/Dhaka
1185166;Maulavi Bazar;24.48888;91.77075;57441;Asia/Dhaka
1185167;Morrelgonj;22.45566;89.85584;31647;Asia/Dhaka
1185171;Mehendiganj;22.82257;90.52859;39424;Asia/Dhaka
1185173;Mathba;22.28616;89.95883;29760;Asia/Dhaka
1185181;Lalmanirhat;25.91719;89.44595;65127;Asia/Dhaka
1185183;Laksham;23.24018;91.12143;82290;Asia/Dhaka
1185186;Comilla;23.46186;91.18503;389411;Asia/Dhaka
1185188;Rangpur;25.74664;89.25166;343122;Asia/Dhaka
1185191;Kushtia;23.9028;89.11943;135724;Asia/Dhaka
1185199;Kaliganj;23.40964;89.13801;45631;Asia/Dhaka
1185204;Jhingergacha;23.11134;89.09061;41957;Asia/Dhaka
1185206;Joypur Hat;25.10147;89.02734;73068;Asia/Dhaka
1185207;Ishurdi;24.12858;89.06573;81995;Asia/Dhaka
1185209;Habiganj;24.38044;91.41299;88760;Asia/Dhaka
1185210;Gaurnadi;22.97372;90.22376;40519;Asia/Dhaka
1185218;Gafargaon;24.432;90.5585;34177;Asia/Dhaka
1185224;Feni;23.0144;91.3966;84028;Asia/Dhaka
1185236;Raipur;23.0391;90.76808;64652;Asia/Dhaka
1185239;Sarankhola;22.31006;89.79113;36470;Asia/Dhaka
1185241;Dhaka;23.7104;90.40744;10356500;Asia/Dhaka
1185247;Chilmari;25.55613;89.67097;49736;Asia/Dhaka
1185249;Chhagalnaiya;23.02475;91.51091;39335;Asia/Dhaka
1185251;Lalmohan;22.33774;90.73708;42220;Asia/Dhaka
1185252;Khagrachhari;23.10787;91.97007;50364;Asia/Dhaka
1185254;Chhatak;25.03858;91.6815;39218;Asia/Dhaka
1185260;Bhatpara Abhaynagar;23.01472;89.43936;42653;Asia/Dhaka
1185262;Bheramara;24.02452;88.99234;38159;Asia/Dhaka
1185263;Bhairab Bazar;24.0524;90.9764;105457;Asia/Dhaka
1185270;Bandarban;22.19534;92.21946;32523;Asia/Dhaka
1185272;Kalia;23.043;89.63094;40492;Asia/Dhaka
1185274;Baniachang;24.51863;91.35787;37807;Asia/Dhaka
1185276;Bajitpur;24.21623;90.95002;34560;Asia/Dhaka
1185283;Badarganj;25.67419;89.05377;32600;Asia/Dhaka
1185293;Narail;23.15509;89.49515;55112;Asia/Dhaka
1185920;Tungipara;22.89983;89.90326;62210;Asia/Dhaka
1188569;Sarishabari;24.75127;89.83126;81325;Asia/Dhaka
1189056;Sakhipur;24.31988;90.16943;40869;Asia/Dhaka
1189638;Raojan;22.53511;91.91919;25708;Asia/Dhaka
1191139;Phultala;22.71673;89.51194;37985;Asia/Dhaka
1191368;Palang;23.21824;90.35076;67652;Asia/Dhaka
1192366;Par Naogaon;24.80418;88.94875;192464;Asia/Dhaka
1193823;Nabinagar;23.88791;90.96792;31671;Asia/Dhaka
1196292;Lakshmipur;22.9443;90.83005;61703;Asia/Dhaka
1197895;Kesabpur;22.90725;89.21954;30926;Asia/Dhaka
1201753;Hajiganj;23.25191;90.85508;44343;Asia/Dhaka
1203344;Faridpur;23.60612;89.84064;112187;Asia/Dhaka
1203891;Dinajpur;25.62745;88.63779;206234;Asia/Dhaka
1205481;Uttar Char Fasson;22.22647;90.71275;48305;Asia/Dhaka
1205733;Chittagong;22.3384;91.83168;3920222;Asia/Dhaka
1207047;Char Bhadrasan;23.30916;90.22698;34423;Asia/Dhaka
1209562;Bera;24.07821;89.63262;39604;Asia/Dhaka
1210565;Burhanuddin;22.49518;90.72391;45670;Asia/Dhaka
1336133;Satkania;22.07639;92.04955;52005;Asia/Dhaka
1336134;Cox's Bazar;21.45388;91.96765;253788;Asia/Dhaka
1336135;Khulna;22.80979;89.56439;1342339;Asia/Dhaka
1336136;Bhola;22.68759;90.64403;99079;Asia/Dhaka
1336137;Barisal;22.70497;90.37013;202242;Asia/Dhaka
1336140;Jessore;23.16971;89.21371;243987;Asia/Dhaka
1336143;Pabna;24.00644;89.2372;186781;Asia/Dhaka
1336144;Tangail;24.24984;89.91655;180144;Asia/Dhaka
1337233;Bogra;24.85098;89.37108;210000;Asia/Dhaka
1337239;Pirgaaj;25.85587;88.35943;34606;Asia/Dhaka
1337240;Nawabganj;24.59025;88.27444;142361;Asia/Dhaka
1337245;Madaripur;23.17097;90.20935;84789;Asia/Dhaka
1337248;Sherpur;25.01881;90.01751;107419;Asia/Dhaka
1337249;Kishorganj;24.43944;90.78291;90690;Asia/Dhaka
1462681;Manikchari;22.83957;91.84128;24813;Asia/Dhaka
1477498;Bhandaria;22.48898;90.06273;30219;Asia/Dhaka
6414184;Fatikchari;22.68768;91.78123;33200;Asia/Dhaka
6545349;Saidpur;25.77769;88.89169;199422;Asia/Dhaka
7701354;Azimpur;23.7298;90.3854;96641;Asia/Dhaka
9827976;Paltan;23.73625;90.41426;184492;Asia/Dhaka
2783081;Zwijndrecht;51.21979;4.32664;18249;Europe/Brussels
2783089;Zwevegem;50.81268;3.33848;23358;Europe/Brussels
2783143;Zutendaal;50.93306;5.5753;6962;Europe/Brussels
2783151;Zulte;50.91954;3.44859;14670;Europe/Brussels
2783170;Zoutleeuw;50.83316;5.10376;7897;Europe/Brussels
2783175;Zottegem;50.86955;3.81052;24434;Europe/Brussels
2783184;Zonnebeke;50.8726;2.98725;11581;Europe/Brussels
2783188;Zonhoven;50.99064;5.36819;19922;Europe/Brussels
2783195;Zomergem;51.11994;3.56496;8158;Europe/Brussels
2783204;Zoersel;51.26825;4.71296;20642;Europe/Brussels
2783215;Zingem;50.90409;3.65305;6588;Europe/Brussels
2783274;Zemst;50.98318;4.46079;21096;Europe/Brussels
2783278;Zelzate;51.18963;3.80777;11901;Europe/Brussels
2783293;Zele;51.06566;4.0403;20236;Europe/Brussels
2783308;Zedelgem;51.14236;3.1368;21968;Europe/Brussels
2783310;Zaventem;50.88365;4.47298;28188;Europe/Brussels
2783347;Zandhoven;51.21488;4.66164;12306;Europe/Brussels
2783385;Yvoir;50.3279;4.88059;8169;Europe/Brussels
2783416;Wuustwezel;51.39214;4.59546;18117;Europe/Brussels
2783462;Wommelgem;51.20452;4.5225;11917;Europe/Brussels
2783586;Wingene;51.05782;3.27359;12887;Europe/Brussels
2783632;Willebroek;51.06041;4.36019;22808;Europe/Brussels
2783684;Wijnegem;51.22787;4.51895;8932;Europe/Brussels
2783717;Wielsbeke;50.9;3.36667;8828;Europe/Brussels
2783728;Wichelen;51.00526;3.97683;11014;Europe/Brussels
2783737;Wezembeek-Oppem;50.8395;4.49427;13245;Europe/Brussels
2783759;Wevelgem;50.8;3.16667;30954;Europe/Brussels
2783763;Wetteren;51.00526;3.88341;22930;Europe/Brussels
2783801;Westerlo;51.09049;4.91544;22579;Europe/Brussels
2783820;Wervik;50.78069;3.03854;17340;Europe/Brussels
2783856;Wemmel;50.90812;4.30613;14406;Europe/Brussels
2783864;Wellen;50.84096;5.33867;6804;Europe/Brussels
2783870;Welkenraedt;50.6605;5.97034;9006;Europe/Brussels
2783941;Wavre;50.71717;4.60138;32112;Europe/Brussels
2783985;Waterloo;50.71469;4.3991;29778;Europe/Brussels
2784066;Waremme;50.6976;5.25524;13737;Europe/Brussels
2784068;Waregem;50.88898;3.42756;35896;Europe/Brussels
2784092;Wanze;50.53907;5.20846;12918;Europe/Brussels
2784168;Walhain-Saint-Paul;50.62627;4.69837;5992;Europe/Brussels
2784189;Walcourt;50.25401;4.43796;17501;Europe/Brussels
2784199;Waimes;50.41488;6.11207;6661;Europe/Brussels
2784227;Wachtebeke;51.16852;3.87183;6911;Europe/Brussels
2784231;Waasmunster;51.10572;4.08573;10460;Europe/Brussels
2784237;Waarschoot;51.1525;3.605;7762;Europe/Brussels
2784349;Vosselaar;51.30856;4.8896;10317;Europe/Brussels
2784370;Vorselaar;51.20243;4.77259;7238;Europe/Brussels
2784548;Vise;50.7376;5.69907;17054;Europe/Brussels
2784555;Virton;49.56824;5.53259;11259;Europe/Brussels
2784604;Vilvoorde;50.92814;4.42938;36955;Europe/Brussels
2784639;Villers-le-Bouillet;50.57708;5.25945;6059;Europe/Brussels
2784641;Villers-la-Ville;50.56667;4.51667;9592;Europe/Brussels
2784775;Vielsalm;50.28407;5.91502;7291;Europe/Brussels
2784804;Veurne;51.07316;2.66803;11983;Europe/Brussels
2784821;Verviers;50.58907;5.86241;52824;Europe/Brussels
2785141;Turnhout;51.32254;4.94471;39654;Europe/Brussels
2785169;Tubize;50.69059;4.2009;21859;Europe/Brussels
2785208;Trooz;50.57026;5.69521;7559;Europe/Brussels
2785293;Tremelo;50.99231;4.70807;13721;Europe/Brussels
2785341;Tournai;50.60715;3.38932;67721;Europe/Brussels
2785364;Torhout;51.0656;3.10085;18933;Europe/Brussels
2785389;Tongeren;50.78054;5.46484;29816;Europe/Brussels
2785470;Tienen;50.80745;4.9378;31743;Europe/Brussels
2785476;Tielt;50.99931;3.32707;19299;Europe/Brussels
2785517;Thuin;50.33933;4.28604;14682;Europe/Brussels
